sample,time,RAX_A,RAX_B,RAX_C,RAX_D,RAX_E,RAX_F,RAX_G,RAX_H,Boost_Target,Boost_Error,MAF_Frequency,AFR_O2_WB_ADC,LogEntryDate,LogEntrySeconds,LogNotes,Custom
216,16.275,2156419976,235896832,240255195,426311765,1547203394,640896128,12799819,235278094,11.4147,0,37.5,7.51912,0,0,0,0
217,16.350,2156419976,235896832,240255193,426311765,1479568963,607341696,12799819,218893837,11.0278,0,37.5,7.569,0,0,0,0
218,16.425,2156419976,235896832,240124117,417923156,1479568963,607341696,12865355,234884621,11.2213,0,37.5,7.569,0,0,0,0
219,16.500,2156419976,235896832,239993041,417923156,1546414400,607341696,12865355,234885390,11.6082,0,37.5,7.569,0,0,0,0
220,16.575,2156419976,252674048,256770255,434700371,1546414400,607341696,12865355,251924239,11.6082,0,37.5,7.51912,0,0,0,0
221,16.650,2156419976,252674048,256639179,434700371,1546151486,607341696,12865355,234884878,11.6082,0,37.5,7.51912,0,0,0,0
222,16.725,2156419976,252674048,256508103,443088981,1546151486,607341696,12865355,252055567,11.6082,0,37.5,7.51912,0,0,0,0
223,16.800,2156419976,252739584,256508101,443088981,1612997690,640896128,12865355,251662607,11.8017,0,37.5,7.569,0,0,0,0
224,16.875,2156419976,269516800,273154242,459866196,1612997690,640896128,12865355,268439567,11.9951,0,37.5,7.569,0,0,0,0
225,16.950,2156419976,269516800,273154239,459866196,1612735285,640896128,12865355,268636432,12.1886,0,37.5,7.46688,0,0,0,0
226,17.025,2156419976,269516800,273023163,468254805,1612735285,640896128,12865355,268439824,12.1886,0,37.5,7.51912,0,0,0,0
227,17.100,2156419976,269516800,273023162,468254805,1612735027,640896128,12865355,268636688,12.3821,0,37.5,7.41463,0,0,0,0
228,17.175,2156419976,269451264,272892087,459866195,1612735027,640896128,12865355,269094928,11.9951,0,37.5,7.51912,0,0,0,0
229,17.250,2156419976,269516800,272761012,459866195,1545363759,624118912,12865355,268439824,12.1886,0,37.5,7.36237,0,0,0,0
230,17.325,2156419976,286294016,289669298,476643413,1545363759,624118912,12930891,285217297,12.5756,0,37.5,7.41463,0,0,0,0
231,17.400,2156419976,286294016,289800368,476643413,1545362987,624118912,12930891,285413905,12.5756,0,37.5,7.46688,0,0,0,0
232,17.475,2156419976,269516800,273154223,476643412,1545362987,607341696,12930891,269160976,12.3821,0,37.5,7.62125,0,0,0,0
233,17.550,2156419976,269516800,273154223,476643412,1477991719,607341696,12930891,269357328,12.1886,0,31.25,7.46688,0,0,0,0
234,17.625,2156419976,269516800,273154223,476643411,1477991719,607341696,12930891,269357328,12.1886,0,31.25,7.569,0,0,0,0
235,17.700,2156419976,269516800,273416365,476643411,1477991462,607341696,12930891,269357328,11.9951,0,31.25,7.46688,0,0,0,0
236,17.775,2156419976,269516800,273285294,476643411,1477991462,607341696,12930891,269357328,11.9951,0,31.25,7.569,0,0,0,0
237,17.850,2156419976,269516800,273285294,476643411,1477990946,607341696,12930891,269357328,11.9951,0,31.25,7.51912,0,0,0,0
238,17.925,2156419976,269516800,273285294,468254803,1477990946,607341696,12930891,269357328,11.9951,0,31.25,7.51912,0,0,0,0
239,18.000,2156419976,269516800,273285294,468254803,1477990944,607341696,12865355,269357328,11.9951,0,31.25,7.46688,0,0,0,0
240,18.075,2156419976,269516800,273416364,468254803,1477990944,607341696,12865355,269357328,11.9951,0,31.25,7.569,0,0,0,0
241,18.150,2156419976,269451264,273416364,468254803,1477990431,607341696,12865355,269357328,11.9951,0,31.25,7.51912,0,0,0,0
242,18.225,2156419976,269451264,273416364,476643411,1477990431,607341696,12930891,269357328,11.9951,0,31.25,7.51912,0,0,0,0
243,18.300,2156419976,269516800,273416364,476643411,1477990173,607341696,12930891,269357328,11.9951,0,31.25,7.62125,0,0,0,0
244,18.375,2156419976,269451264,273416363,476643411,1477990173,607341696,12930891,269357328,11.9951,0,31.25,7.36237,0,0,0,0
245,18.450,2156419976,269451264,273416365,476643411,1477989917,607341696,12930891,269357328,11.9951,0,31.25,7.569,0,0,0,0
246,18.525,2156419976,269516800,273285294,468254803,1477989917,607341696,12930891,269357328,11.9951,0,31.25,7.51912,0,0,0,0
247,18.600,2156419976,269516800,273416365,468254803,1477989916,607341696,12930891,268439824,12.3821,0,31.25,7.41463,0,0,0,0
248,18.675,2156419976,269516800,273285294,459866195,1477989916,607341696,12930891,268439824,12.3821,0,37.5,7.51912,0,0,0,0
249,18.750,2156419976,269516800,273285293,459866195,1477989659,607341696,12930891,268439824,12.3821,0,37.5,7.51912,0,0,0,0
250,18.825,2156419976,269516800,273154222,468254803,1477989659,607341696,12930891,268439824,12.3821,0,37.5,7.51912,0,0,0,0
251,18.900,2156419976,269516800,273154222,468254803,1477989403,607341696,12865355,268439824,12.3821,0,37.5,7.51912,0,0,0,0
252,18.975,2156419976,269516800,273285293,468254803,1477989403,607341696,12865355,268439824,12.1886,0,31.25,7.51912,0,0,0,0
253,19.050,2156419976,269516800,273416365,468254803,1477989403,607341696,12865355,268439824,12.3821,0,31.25,7.51912,0,0,0,0
254,19.125,2156419976,269516800,273416364,459866195,1477989403,607341696,12865611,268505360,12.1886,0,31.25,7.51912,0,0,0,0
255,19.200,2156419976,269451264,273154221,459866195,1477989147,607341696,12865611,268964112,11.9951,0,31.25,7.41463,0,0,0,0
256,19.275,2156419976,252674048,256377005,459866195,1477989147,590564480,12865611,252580111,11.8017,0,31.25,7.569,0,0,0,0
257,19.350,2156419976,252674048,256377005,459866195,1410617883,590564480,12865611,252580111,11.8017,0,31.25,7.46688,0,0,0,0
258,19.425,2156419976,252674048,256508075,468254803,1410617883,590564480,12865611,252580111,11.8017,0,31.25,7.51912,0,0,0,0
259,19.500,2156419976,252674048,256508074,468254803,1410617882,590564480,12865611,252580111,11.8017,0,31.25,7.41463,0,0,0,0
260,19.575,2156419976,252674048,256508075,468254803,1410617882,590564480,12865611,252580111,11.8017,0,31.25,7.569,0,0,0,0
261,19.650,2156419976,252674048,256508076,468254803,1410617625,590564480,12865611,252580111,11.8017,0,31.25,7.46688,0,0,0,0
262,19.725,2156419976,252674048,256508074,459866195,1410617625,590564480,12865611,252580111,11.8017,0,31.25,7.51912,0,0,0,0
263,19.800,2156419976,252674048,256508074,459866195,1410617368,590564480,12931147,252580111,11.8017,0,31.25,7.569,0,0,0,0
264,19.875,2156419976,252674048,256770218,468254803,1410617368,590564480,12931147,252580111,11.9951,0,31.25,7.569,0,0,0,0
265,19.950,2156419976,286556160,290193578,468254803,1410617367,929123456,12931147,285220113,12.769,0,37.5,13.9862,0,0,0,0
266,20.025,2156419976,455704576,458096811,1080623225,1410617367,929123456,12931147,453001499,17.2188,0,75,14.1929,0,0,0,0
267,20.100,2156419976,774930432,777130181,1080623225,3496245019,929123456,12931147,805976622,24.7642,0,125,13.4163,0,0,0,0
268,20.175,2156419976,773685248,776081653,1005125739,3496245019,808668288,12931147,740501036,23.6033,0,131.25,13.0553,0,0,0,0
269,20.250,2156419976,554860544,559153429,1005125739,3093880950,808668288,12931147,555620129,18.5731,0,106.25,12.9508,0,0,0,0
270,20.325,2156419976,470908928,475398418,703135839,3093880950,808668288,12931147,471405595,17.2188,0,93.75,12.2786,0,0,0,0
271,20.400,2156419976,403734528,408420636,703135839,2286473838,741559424,12931147,420942616,15.6711,0,81.25,11.8654,0,0,0,0
272,20.475,2156419976,370180096,375128357,585695326,2286473838,741559424,12931147,387191317,14.8972,0,75,11.6065,0,0,0,0
273,20.550,2173197192,336560128,341705004,585695326,1949613916,741559424,12931147,336728083,13.7364,0,68.75,11.2954,0,0,0,0
274,20.625,2173197192,303005696,308805934,468254810,1949613916,674450560,12931147,286265105,12.769,0,62.5,11.2431,0,0,0,0
275,20.700,2173197192,269385728,275644718,468254810,1613801291,674450560,12931147,252054799,11.9951,0,56.25,11.3476,0,0,0,0
276,20.775,2206751624,235831296,242221358,384368728,1613801291,674450560,12931147,235670798,11.0278,0,50,11.502,0,0,0,0
277,20.850,2206751624,202211328,208797995,384368728,1345360196,624118912,12931147,202050572,10.2539,0,43.75,11.5542,0,0,0,0
278,20.925,2206751624,185434112,192282919,342425685,1345360196,624118912,12931147,185207563,9.86697,0,37.5,11.6065,0,0,0,0
279,21.000,2223528840,185434112,192545058,342425685,1344832064,624118912,12931147,168364554,9.48003,0,37.5,11.6564,0,0,0,0
280,21.075,2223528840,168656896,175898907,308871251,1344832064,590564480,12931147,168364554,9.09309,0,31.25,11.4497,0,0,0,0
281,21.150,2223528840,168656896,176161043,308871251,1344567352,590564480,12931147,168364554,9.09309,0,31.25,11.3476,0,0,0,0
282,21.225,2257083272,168656896,176292105,317259859,1344567352,590564480,12931147,168364810,9.28656,0,31.25,11.7086,0,0,0,0
283,21.300,2257083272,168722432,176029957,317259859,1344566067,590564480,12931147,168364810,9.28656,0,31.25,11.7086,0,0,0,0
284,21.375,2257083272,168722432,175898878,317259859,1344566067,590564480,12931147,168364810,9.28656,0,31.25,11.5542,0,0,0,0
285,21.450,2273860488,168722432,175505658,317259859,1344564271,590564480,12931147,168364810,9.48003,0,31.25,11.4497,0,0,0,0
286,21.525,2273860488,168722432,175374581,334037075,1344564271,590564480,12931147,168365066,9.48003,0,31.25,12.2786,0,0,0,0
287,21.600,2273860488,185499648,192020720,334037075,1344825388,590564480,12931147,168365066,9.6735,0,31.25,12.7964,0,0,0,0
288,21.675,2307414920,185499648,191889644,342425683,1344825388,590564480,12931147,185207819,9.6735,0,31.25,12.072,0,0,0,0
289,21.750,2307414920,185499648,190972136,342425683,1344823850,590564480,12931147,185207819,9.6735,0,31.25,13.003,0,0,0,0
290,21.825,2307414920,185499648,190185699,359202900,1344823850,590564480,12800075,201329932,10.0604,0,31.25,12.6396,0,0,0,0
291,21.900,2324192136,219185152,223609053,359202900,1412455978,590564480,12800075,218107661,10.6409,0,37.5,12.5375,0,0,0,0
292,21.975,2324192136,235896832,240255195,409534550,1412455978,624118912,12800075,218304525,11.0278,0,37.5,12.7964,0,0,0,0
293,22.050,2324192136,235896832,240255193,409534550,1479563818,624118912,12931147,218762765,11.0278,0,37.5,13.003,0,0,0,0
294,22.125,2324192136,219054080,223346903,392757331,1479563818,624118912,12931147,218828045,10.6409,0,31.25,13.003,0,0,0,0
295,22.200,2324192136,219054080,223215826,392757331,1344297003,607341696,12931147,202050828,10.6409,0,31.25,13.1051,0,0,0,0
296,22.275,2324192136,219119616,223215822,409534549,1344297003,607341696,12865611,218108173,11.2213,0,31.25,13.003,0,0,0,0
297,22.350,2307414920,236027904,239861962,409534549,1546147369,607341696,12865611,234885390,11.4147,0,37.5,13.2619,0,0,0,0
298,22.425,2307414920,252674048,256508103,434700373,1546147369,607341696,12865611,235278350,11.4147,0,37.5,13.2619,0,0,0,0
299,22.500,2307414920,235896832,239730884,434700373,1545622823,607341696,12931147,251662351,11.6082,0,37.5,13.1574,0,0,0,0
300,22.575,2290637704,252674048,256377026,443088980,1545622823,607341696,12931147,251924495,11.6082,0,37.5,13.2096,0,0,0,0
301,22.650,2290637704,235896832,239599807,443088980,1477989669,607341696,12931147,235474702,11.4147,0,31.25,13.6229,0,0,0,0
302,22.725,2290637704,252674048,256245949,451477588,1477989669,607341696,12865611,251728399,11.6082,0,31.25,13.4685,0,0,0,0
303,22.800,2273860488,252674048,256245946,451477588,1477989154,607341696,12865611,252055567,11.6082,0,31.25,13.6751,0,0,0,0
304,22.875,2273860488,252674048,256114870,468254805,1477989154,640896128,12865611,251662607,11.6082,0,31.25,14.0884,0,0,0,0
305,22.950,2273860488,269582336,272761010,468254805,1477989407,640896128,12931147,268440592,12.3821,0,37.5,14.0385,0,0,0,0
306,23.025,2273860488,269582336,273547439,493420629,1477989407,640896128,12931147,285217040,12.3821,0,37.5,13.8295,0,0,0,0
307,23.100,2273860488,286556160,290455726,493420629,1545360159,742411392,12931147,285219345,13.5429,0,37.5,14.295,0,0,0,0
308,23.175,2273860488,387612672,391119028,677970017,1545360159,742411392,12931403,369106454,15.2841,0,50,14.0385,0,0,0,0
309,23.250,2307414920,472219648,475267266,677970017,2622249758,742411392,12931403,503328542,18.1862,0,75,14.4517,0,0,0,0
310,23.325,2307414920,622886912,625475802,870908005,2622249758,775113856,12931403,621815589,19.9274,0,100,14.2451,0,0,0,0
311,23.400,2307414920,538345472,542114039,870908005,2962272091,775113856,12931403,521935135,18.1862,0,93.75,14.6584,0,0,0,0
312,23.475,2340969352,454262784,458490120,677970016,2962272091,775113856,12931403,454563355,17.0254,0,87.5,13.9862,0,0,0,0
313,23.550,2340969352,420708352,425066772,677970016,2353834105,741559424,12931403,404100120,16.058,0,81.25,12.8985,0,0,0,0
314,23.625,2340969352,387088384,391905565,577306719,2353834105,741559424,12800331,387191574,15.0907,0,75,12.072,0,0,0,0
315,23.700,2374523784,353402880,358482211,577306719,2016977502,741559424,12800331,336728340,13.9298,0,68.75,11.6065,0,0,0,0
316,23.775,2374523784,303005696,308281641,476643419,2016977502,674450560,12800331,286265105,12.9625,0,62.5,11.5542,0,0,0,0
317,23.850,2374523784,269451264,275251499,476643419,1613798730,674450560,12931403,269356560,12.1886,0,56.25,11.6564,0,0,0,0
318,23.925,2357746568,235831296,241959212,401145944,1613798730,674450560,12931403,235736334,11.2213,0,50,11.6564,0,0,0,0
319,24.000,2357746568,219054080,225575211,401145944,1412468802,640896128,12931403,218827789,10.6409,0,43.75,11.7086,0,0,0,0
320,24.075,2357746568,202211328,208929065,342425686,1412468802,640896128,12931403,201984780,10.0604,0,43.75,11.7609,0,0,0,0
321,24.150,2324192136,185434112,192413989,342425686,1344832061,640896128,12931403,185207563,9.6735,0,37.5,11.8654,0,0,0,0
322,24.225,2324192136,168656896,175767839,317259859,1344832061,590564480,12931403,168364554,9.09309,0,37.5,11.4497,0,0,0,0
323,24.300,2324192136,168656896,175898905,317259859,1344567095,590564480,12931403,168364554,9.09309,0,31.25,11.7609,0,0,0,0
324,24.375,2307414920,168656896,176161039,308871251,1344567095,590564480,12931403,151587337,9.09309,0,31.25,12.0197,0,0,0,0
325,24.450,2307414920,168656896,176029961,308871251,1344565040,590564480,12931403,168364810,9.09309,0,31.25,12.2786,0,0,0,0
326,24.525,2307414920,168656896,175898884,317259859,1344565040,590564480,12800331,168364810,9.09309,0,31.25,12.433,0,0,0,0
327,24.600,2307414920,168656896,175767804,317259859,1344564010,590564480,12800331,168364810,9.28656,0,31.25,12.4853,0,0,0,0
328,24.675,2307414920,168656896,175505656,317259859,1344564010,590564480,12800331,168364810,9.28656,0,31.25,12.1243,0,0,0,0
329,24.750,2307414920,168722432,175374580,317259859,1344562216,590564480,12865867,168365066,9.28656,0,31.25,12.2264,0,0,0,0
330,24.825,2290637704,185499648,191889647,334037075,1344562216,590564480,12865867,168365066,9.48003,0,31.25,13.1574,0,0,0,0
331,24.900,2290637704,185499648,192020713,334037075,1344823334,590564480,12865867,185142283,9.48003,0,31.25,12.4853,0,0,0,0
332,24.975,2290637704,185499648,190185700,350814291,1344823334,590564480,12865867,185207819,9.86697,0,31.25,13.003,0,0,0,0
333,25.050,2273860488,202276864,206831838,350814291,1345084453,590564480,12865867,201330444,10.4474,0,31.25,13.003,0,0,0,0
334,25.125,2273860488,219185152,223477977,409534550,1345084453,640896128,12865867,218107917,11.0278,0,37.5,12.9508,0,0,0,0
335,25.200,2273860488,235896832,240124117,409534550,1479301157,640896128,12931403,235147278,11.2213,0,37.5,12.8985,0,0,0,0
336,25.275,2257083272,235896832,240124116,426311764,1479301157,640896128,12931403,235606030,11.2213,0,37.5,13.003,0,0,0,0
337,25.350,2257083272,219054080,223215824,426311764,1411667237,607341696,12931403,218893837,11.0278,0,31.25,13.2096,0,0,0,0
338,25.425,2257083272,235896832,239993039,417923156,1411667237,607341696,12865867,234950670,11.2213,0,37.5,13.5208,0,0,0,0
339,25.500,2240306056,235896832,239861963,417923156,1478775844,607341696,12865867,234884622,11.2213,0,31.25,13.5208,0,0,0,0
340,25.575,2240306056,235896832,239861961,426311764,1478775844,607341696,12865867,234884878,11.2213,0,31.25,13.8295,0,0,0,0
341,25.650,2240306056,235896832,239730885,426311764,1478251044,607341696,12931403,234885134,11.2213,0,31.25,13.7796,0,0,0,0
342,25.725,2240306056,252805120,256377026,443088982,1478251044,607341696,12931403,251662863,11.6082,0,37.5,13.8818,0,0,0,0
343,25.800,2240306056,252674048,256377022,443088982,1545359649,624118912,12931403,251662095,11.8017,0,37.5,13.8295,0,0,0,0
344,25.875,2240306056,252674048,256245949,459866196,1545359649,624118912,12931403,251728399,11.8017,0,37.5,13.9862,0,0,0,0
345,25.950,2257083272,252674048,256245947,459866196,1545359647,624118912,12931403,252186639,11.6082,0,31.25,13.9862,0,0,0,0
346,26.025,2257083272,235896832,239468730,443088978,1545359647,590564480,12931403,235736846,11.4147,0,31.25,14.0385,0,0,0,0
347,26.100,2257083272,235896832,239337657,443088978,1477988380,590564480,12931403,235736846,11.2213,0,31.25,13.7796,0,0,0,0
348,26.175,2273860488,235896832,239337654,434700371,1477988380,590564480,12931403,235671310,11.2213,0,31.25,14.3472,0,0,0,0
349,26.250,2273860488,252739584,255983795,434700371,1477988122,624118912,12931403,251662607,11.8017,0,31.25,13.9862,0,0,0,0
350,26.325,2273860488,269516800,272761008,476643413,1477988122,624118912,12800331,268505872,12.1886,0,31.25,14.2451,0,0,0,0
351,26.400,2307414920,269516800,272761006,476643413,1477987864,624118912,12800331,268898576,12.3821,0,31.25,13.934,0,0,0,0
352,26.475,2307414920,269516800,272761005,476643412,1477987864,607341696,12800331,268439824,12.3821,0,31.25,13.8295,0,0,0,0
353,26.550,2307414920,269516800,272892076,476643412,1477987864,607341696,12931403,268767504,12.1886,0,31.25,13.8818,0,0,0,0
354,26.625,2324192136,269451264,272892076,468254802,1477987864,607341696,12931403,252317711,11.9951,0,31.25,13.8818,0,0,0,0
355,26.700,2324192136,252674048,256114860,468254802,1410616855,590564480,12931403,252579855,11.8017,0,31.25,13.7274,0,0,0,0
356,26.775,2324192136,252674048,256114860,459866194,1410616855,590564480,12931403,252579855,11.8017,0,31.25,13.7796,0,0,0,0
357,26.850,2340969352,252674048,256245930,459866194,1410616854,590564480,12931403,252579855,11.8017,0,31.25,13.8295,0,0,0,0
358,26.925,2340969352,252674048,256245930,468254802,1410616854,590564480,12931403,252579855,11.8017,0,31.25,13.7274,0,0,0,0
359,27.000,2340969352,252674048,256508072,468254802,1410616853,590564480,12931403,252580111,11.8017,0,31.25,13.8295,0,0,0,0
360,27.075,2357746568,252674048,256508072,468254803,1410616853,590564480,12931403,252580111,11.8017,0,31.25,13.7274,0,0,0,0
361,27.150,2357746568,252739584,256376998,468254803,1343245844,590564480,12931403,252580111,11.9951,0,31.25,13.6751,0,0,0,0
362,27.225,2357746568,252739584,256376997,476643410,1343245844,590564480,12866123,252580111,11.9951,0,31.25,13.8818,0,0,0,0
363,27.300,2374523784,252739584,256376999,476643410,1410616851,590564480,12866123,252580111,11.9951,0,31.25,13.5208,0,0,0,0
364,27.375,2374523784,252739584,256376999,468254802,1410616851,590564480,12866123,252580111,11.9951,0,31.25,13.8818,0,0,0,0
365,27.450,2374523784,252739584,256508069,468254802,1343245842,590564480,12866123,252580111,11.9951,0,31.25,13.6229,0,0,0,0
366,27.525,2391301000,252739584,256376997,459866194,1343245842,590564480,12866123,252580111,11.9951,0,31.25,14.0385,0,0,0,0
367,27.600,2391301000,252739584,256376998,459866194,1410616851,590957696,12866123,252580111,11.9951,0,31.25,13.9862,0,0,0,0
368,27.675,2391301000,286490624,290062501,526975067,1410616851,590957696,12866123,285218321,12.5756,0,31.25,13.7796,0,0,0,0
369,27.750,2408078216,354123776,357433510,526975067,1947749907,590957696,12866123,352331029,15.8645,0,50,13.9862,0,0,0,0
370,27.825,2408078216,505446400,507904173,837353571,1947749907,775113856,12866123,537536799,18.5731,0,68.75,13.934,0,0,0,0
371,27.900,2408078216,538738688,541589699,837353571,2959383315,775113856,12866123,521674015,18.3797,0,75,14.504,0,0,0,0
372,27.975,2424855432,488144896,491651289,728301663,2959383315,775113856,12866123,488249629,17.7992,0,75,14.3472,0,0,0,0
373,28.050,2424855432,454328320,458359016,728301663,2557521245,741559424,12866123,454563611,17.2188,0,75,13.8818,0,0,0,0
374,28.125,2424855432,437551104,441975032,636026974,2557521245,741559424,12800587,420943129,16.6384,0,75,12.7964,0,0,0,0
375,28.200,2475187080,387088384,392036612,636026974,2219091546,741559424,12800587,387191319,15.0907,0,68.75,11.9152,0,0,0,0
376,28.275,2475187080,336625664,341967118,526975067,2219091546,674450560,12800587,336728340,14.1233,0,62.5,11.502,0,0,0,0
377,28.350,2475187080,303005696,308674837,526975067,1748017234,674450560,12866123,303042322,12.9625,0,56.25,11.5542,0,0,0,0
378,28.425,2508741512,269385728,275120408,434700376,1748017234,674450560,12866123,269356560,11.9951,0,50,11.6065,0,0,0,0
379,28.500,2508741512,235831296,241828120,434700376,1546686786,624118912,12866123,235736334,11.4147,0,50,11.7086,0,0,0,0
380,28.575,2508741512,219054080,225706262,375980117,1546686786,624118912,12931659,218827789,10.6409,0,43.75,11.5542,0,0,0,0
381,28.650,2525518728,202211328,209060116,375980117,1345354044,624118912,12931659,201984780,10.0604,0,37.5,11.6564,0,0,0,0
382,28.725,2525518728,185434112,192282896,325648467,1345354044,590564480,12931659,185207307,9.48003,0,37.5,11.9152,0,0,0,0
383,28.800,2525518728,168656896,175505675,325648467,1344564789,590564480,12931659,168364554,9.28656,0,31.25,12.1243,0,0,0,0
384,28.875,2559073160,168656896,175636741,317259858,1344564789,590564480,12931659,168364810,9.28656,0,31.25,12.072,0,0,0,0
385,28.950,2559073160,168722432,175636735,317259858,1344562225,590564480,12931659,168364810,9.28656,0,31.25,12.3807,0,0,0,0
386,29.025,2559073160,168722432,175505657,317259858,1344562225,590564480,12866123,168364810,9.28656,0,31.25,12.7964,0,0,0,0
387,29.100,2592627592,168722432,175374580,317259858,1344560941,590564480,12866123,168364810,9.28656,0,31.25,12.1243,0,0,0,0
388,29.175,2592627592,168722432,175243503,325648466,1344560941,590564480,12866123,168365066,9.48003,0,31.25,12.1243,0,0,0,0
389,29.250,2592627592,168722432,175112428,325648466,1344559144,590564480,12931659,168365066,9.48003,0,31.25,13.0553,0,0,0,0
390,29.325,2609404808,185499648,190709991,334037075,1344559144,590564480,12931659,185207819,9.6735,0,31.25,11.9675,0,0,0,0
391,29.400,2609404808,185499648,190185699,334037075,1344820006,590564480,12931659,185207819,9.6735,0,31.25,12.8486,0,0,0,0
392,29.475,2609404808,185565184,190054622,367591509,1344820006,590564480,12931659,201330188,10.0604,0,31.25,12.9508,0,0,0,0
393,29.550,2642959240,202342400,206700760,367591509,1344819237,590564480,12931659,218435341,10.6409,0,31.25,12.6919,0,0,0,0
394,29.625,2642959240,219119616,223346902,409534549,1344819237,607341696,12931659,218894349,10.8343,0,31.25,12.5375,0,0,0,0
395,29.700,2642959240,219119616,223346900,409534549,1411927589,607341696,12931659,218893837,10.8343,0,31.25,12.2786,0,0,0,0
396,29.775,2659736456,219119616,223215826,392757330,1411927589,607341696,12931659,218828045,10.6409,0,31.25,12.3309,0,0,0,0
397,29.850,2659736456,202342400,206438608,392757330,1344294435,590564480,12931659,202050828,10.4474,0,31.25,12.433,0,0,0,0
398,29.925,2659736456,219119616,223084749,401145939,1344294435,590564480,12931659,218107405,10.8343,0,31.25,12.5898,0,0,0,0
399,30.000,2676513672,219119616,223084746,401145939,1411403298,590564480,12931659,218107405,11.0278,0,31.25,12.7441,0,0,0,0
400,30.075,2676513672,235896832,239861960,426311765,1411403298,624118912,12931659,234885134,11.2213,0,31.25,13.0553,0,0,0,0
401,30.150,2676513672,235896832,239730886,426311765,1478512160,624118912,12931659,235278094,11.2213,0,31.25,13.3141,0,0,0,0
402,30.225,2693290888,219119616,222953669,409534546,1478512160,624118912,12931659,218893837,10.8343,0,31.25,12.7964,0,0,0,0
403,30.300,2693290888,219119616,222822594,409534546,1410616862,607341696,12931659,234884621,10.8343,0,31.25,12.7441,0,0,0,0
404,30.375,2693290888,235896832,239599807,426311763,1410616862,607341696,12866123,235081742,11.2213,0,31.25,12.8486,0,0,0,0
405,30.450,2726845320,235896832,239599806,426311763,1410616859,607341696,12866123,235474702,11.0278,0,31.25,12.8486,0,0,0,0
406,30.525,2726845320,235896832,239468732,426311762,1410616859,590564480,12866123,218894093,11.0278,0,31.25,12.6919,0,0,0,0
407,30.600,2726845320,235896832,239468730,426311762,1410616856,590564480,12866123,218894093,11.0278,0,31.25,12.9508,0,0,0,0
408,30.675,2743622536,235962368,239337655,443088980,1410616856,590564480,12866123,234884878,11.2213,0,31.25,12.7441,0,0,0,0
409,30.750,2743622536,252739584,256114870,443088980,1477987862,590564480,12866123,251924751,11.6082,0,31.25,12.7964,0,0,0,0
410,30.825,2743622536,235962368,239206579,443088979,1477987862,590564480,12866123,235605774,11.4147,0,31.25,12.6396,0,0,0,0
411,30.900,2760399752,235962368,239206577,443088979,1410616853,590564480,12866123,235737102,11.4147,0,31.25,12.5898,0,0,0,0
412,30.975,2760399752,235962368,239075503,443088978,1410616853,590564480,12866123,235737102,11.4147,0,31.25,13.0553,0,0,0,0
413,31.050,2760399752,235962368,239075503,443088978,1410616852,590564480,12931915,235737102,11.4147,0,31.25,13.2096,0,0,0,0
414,31.125,2777176968,235962368,239075502,443088978,1410616852,590564480,12931915,235737102,11.4147,0,31.25,12.6919,0,0,0,0
415,31.200,2777176968,252739584,255852716,443088978,1410616851,590564480,12931915,235737102,11.6082,0,31.25,12.7964,0,0,0,0
416,31.275,2777176968,252739584,255983785,468254804,1410616851,590564480,12931915,251662351,11.9951,0,31.25,12.8985,0,0,0,0
417,31.350,2793954184,269516800,273023143,468254804,1410616851,590564480,12931915,268767760,12.1886,0,31.25,12.9508,0,0,0,0
418,31.425,2793954184,269516800,272892072,468254803,1410616851,590564480,12931915,269095184,12.1886,0,31.25,13.1574,0,0,0,0
419,31.500,2793954184,252739584,255852713,468254803,1410616851,590564480,12931915,252579855,11.9951,0,31.25,13.364,0,0,0,0
420,31.575,2793954184,252739584,255852713,468254802,1410616851,590564480,12931915,252579855,11.8017,0,31.25,12.8486,0,0,0,0
421,31.650,2793954184,252739584,255852713,468254802,1410616851,590564480,12931915,252579855,11.8017,0,31.25,13.1574,0,0,0,0
422,31.725,2793954184,252739584,255983784,468254802,1410616851,590564480,12931915,252579855,11.8017,0,31.25,13.5208,0,0,0,0
423,31.800,2793954184,252739584,255983783,468254802,1410616852,590564480,12931915,252579855,11.8017,0,31.25,13.2619,0,0,0,0
424,31.875,2793954184,252739584,256114854,459866194,1410616852,590564480,12931915,252579855,11.8017,0,31.25,12.9508,0,0,0,0
425,31.950,2793954184,252739584,256114853,459866194,1343245843,590564480,12866379,252579855,11.8017,0,31.25,13.0553,0,0,0,0
426,32.025,2793954184,252739584,256114854,468254802,1343245843,590564480,12866379,252579855,11.9951,0,31.25,12.7964,0,0,0,0
427,32.100,2793954184,252739584,255983783,468254802,1410616850,573787264,12866379,252579855,11.8017,0,31.25,12.8985,0,0,0,0
428,32.175,2793954184,252739584,255983783,459866194,1410616850,573787264,12931915,252514319,11.8017,0,31.25,12.9508,0,0,0,0
429,32.250,2793954184,252739584,256114854,459866194,1410616851,573787264,12931915,268439567,11.9951,0,31.25,12.8486,0,0,0,0
430,32.325,2793954184,269516800,272892070,468254802,1410616851,590564480,12931915,268439568,12.1886,0,31.25,12.7964,0,0,0,0
431,32.400,2793954184,269516800,272892070,468254802,1410616850,590564480,12866379,268767248,12.1886,0,31.25,12.8985,0,0,0,0
432,32.475,2793954184,252739584,256114854,459866194,1410616850,590564480,12866379,268439567,11.9951,0,31.25,12.9508,0,0,0,0
